
21054 - 128 Cases

21057 - 32 Cases

21060 - 413 Cases

21061 - 665 Cases

21074 - 58 Cases

21075 - 365 Cases

21076 - 214 Cases

21078 - 68 Cases

21084 - 36 Cases

21085 - 109 Cases

21087 - 28 Cases

21090 - 91 Cases

21093 - 282 Cases

21102 - 92 Cases

21104 - 26 Cases

21108 - 111 Cases

21111 - 13 Cases

21113 - 227 Cases

21114 - 172 Cases

21117 - 666 Cases

21120 - 21 Cases

21122 - 375 Cases

21128 - 110 Cases

21131 - 29 Cases

21132 - 13 Cases

21133 - 566 Cases

21136 - 382 Cases

21140 - 10 Cases

21144 - 296 Cases

21146 - 147 Cases

21152 - 27 Cases

21154 - 16 Cases

21157 - 271 Cases

21158 - 134 Cases

21161 - 32 Cases

21162 - 43 Cases

21163 - 37 Cases

21201 - 160 Cases

21202 - 389 Cases

21204 - 234 Cases

21205 - 331 Cases

21206 - 828 Cases

21207 - 762 Cases

21208 - 540 Cases

21209 - 186 Cases

21210 - 30 Cases

21211 - 114 Cases

21212 - 259 Cases

21213 - 422 Cases

21214 - 194 Cases

21215 - 955 Cases

21216 - 328 Cases

21217 - 395 Cases

21218 - 525 Cases

21219 - 75 Cases

21220 - 535 Cases

21221 - 496 Cases

21222 - 804 Cases

21223 - 368 Cases

21224 - 1,475 Cases

21225 - 446 Cases

21226 - 50 Cases

21227 - 465 Cases

21228 - 757 Cases

21229 - 733 Cases

21230 - 441 Cases

21231 - 232 Cases

21234 - 788 Cases

21236 - 336 Cases

21237 - 479 Cases

21239 - 419 Cases

21244 - 580 Cases

21286 - 187 Cases

21401 - 578 Cases

21402 - 8 Cases

21403 - 668 Cases

21405 - 10 Cases

21409 - 119 Cases

21502 - 190 Cases

21532 - 31 Cases

21550 - 16 Cases

21601 - 207 Cases

21607 - 14 Cases

21613 - 158 Cases

21617 - 104 Cases

21619 - 29 Cases

21620 - 139 Cases

21623 - 11 Cases

21629 - 53 Cases

21631 - 12 Cases

21632 - 69 Cases

21634 - 12 Cases

21635 - 14 Cases

21636 - 14 Cases

21638 - 29 Cases

21639 - 32 Cases

21640 - 30 Cases

21643 - 38 Cases

21649 - 126 Cases

21651 - 35 Cases

21655 - 31 Cases

21658 - 28 Cases

21660 - 20 Cases

21661 - 13 Cases

21663 - 18 Cases

21666 - 47 Cases

21668 - 22 Cases

21673 - 11 Cases

21678 - 17 Cases

21701 - 435 Cases

21702 - 776 Cases

21703 - 741 Cases

21704 - 130 Cases

21710 - 25 Cases

21713 - 110 Cases

21716 - 35 Cases

21722 - 18 Cases

21727 - 27 Cases

21737 - 16 Cases

21738 - 23 Cases

21740 - 314 Cases

21742 - 142 Cases

21750 - 16 Cases

21754 - 39 Cases

21755 - 38 Cases

21756 - 16 Cases

21757 - 38 Cases

21758 - 20 Cases

21769 - 39 Cases

21770 - 40 Cases

21771 - 279 Cases

21773 - 16 Cases

21774 - 83 Cases

21776 - 31 Cases

21777 - 10 Cases

21778 - 11 Cases

21780 - 8 Cases

21782 - 13 Cases

21783 - 26 Cases

21784 - 337 Cases

21787 - 45 Cases

21788 - 55 Cases

21791 - 16 Cases

21793 - 87 Cases

21794 - 30 Cases

21795 - 34 Cases

21797 - 40 Cases

21798 - 10 Cases

21801 - 393 Cases

21804 - 569 Cases

21811 - 181 Cases

21813 - 17 Cases

21817 - 11 Cases

21822 - 19 Cases

21826 - 51 Cases

21830 - 16 Cases

21837 - 9 Cases

21842 - 108 Cases

21849 - 14 Cases

21850 - 15 Cases

21851 - 70 Cases

21853 - 57 Cases

21863 - 44 Cases

21871 - 8 Cases

21874 - 13 Cases

21875 - 39 Cases

21901 - 63 Cases

21903 - 17 Cases

21904 - 16 Cases

21911 - 147 Cases

21912 - 23 Cases

21915 - 9 Cases

21917 - 8 Cases

21918 - 20 Cases

21919 - 15 Cases

21921 - 203 Cases
